0.0 0.325 0.331 0.338 0.368 0.442 0.619 0.646 0.701 0.650 0.628
0.0 0.325 0.331 0.338 0.368 0.442 0.619 0.646 0.701 0.650 0.628
0.0 0.326 0.334 0.341 0.378 0.458 0.623 0.652 0.710 0.662 0.632
0.0 0.334 0.338 0.345 0.382 0.462 0.632 0.663 0.722 0.673 0.641
0.0 0.349 0.355 0.362 0.405 0.478 0.661 0.675 0.730 0.682 0.650
0.0 0.396 0.402 0.410 0.441 0.493 0.682 0.702 0.754 0.695 0.664
